data_sinal,asof,sistema,ticker,name,exchange,yahoo_symbol,situacao,status,acao,entrada,entrada_regra,stop,stop_regra,extensao_pct,gap_pct,open_price,prev_close,day_high,day_low,day_close,volume,fech_d0,market_cap,market_cap_musd,market_cap_filter,borrow_status,borrow_filter,borrow_source,borrow_checked_at,broker_tradable,broker_marginable,broker_shortable,broker_easy_to_borrow,gapcrap_version,gapcrap_min_gap_pct,gapcrap_min_price,gapcrap_price_filter,gapcrap_earnings_filter,gapcrap_rule,gapcrap_filters,gapcrap_signal_timing,scan_source,scan_status,scan_checked_at,short_stop_rule_pct,short_stop_rule,short_stop_rule_status,qtd_estim,qtd_estim_regra,risk_budget,notional_budget,short_risk_pct,short_notional_pct,risk_dollars,entry_notional,short_size_obs,saida,preco_saida,exit_price,exit_reason,r,pnl,pnl_usd,resultado_tipo,resultado_contabilizado,stats_excluded,stats_exclusion_reason,obs,country,ext_d0_pct,adv_musd,adv20_musd,adv20_usd,adv20_basis,day2fade_version,day2fade_signal_timing,day2fade_min_trigger_pct,day2fade_min_price,day2fade_min_adv_musd,day2fade_rule,day2fade_trigger_basis,day2fade_high_vs_open_pct,day2fade_open_price,day2fade_high_price,day2fade_close_price,day2fade_volume,day2fade_earnings_filter,earnings_status,earnings_filter,earnings_verification_source,earnings_verification_checked_at,earnings_verification_note,day2fade_market_cap_filter,day2fade_market_cap_warning_musd,day2fade_max_earnings_age_days,day2fade_close_vs_open_pct,day2fade_legacy_intraday_trigger_pct
2026-07-28,2026-07-28,Day2Fade,DFNS,T3 Defense Inc. Common Stock,NASDAQ,DFNS,watchlist_amanha,watchlist_amanha,SHORT,,short open D+1 somente se earnings/8-K 2.02 <=3d excluido e locate ok,,entrada x 1.50; cobrir MOC,79.24,,20.4700,,36.6900,20.0000,24.0000,28620797,24.00,33093718,33.09,day2fade_v2_no_market_cap_filter,checar_schwab,locate_required,alpaca_paper_assets,2026-07-29T18:20:55-03:00,true,true,false,false,,,,,,,,,alpaca_raw_daily_bars_sip,auto_detected,2026-07-29T18:20:54-03:00,50,entry_plus_50_pct,missing_entry,7,"min(risco_1pct,notional_2pct)",80.00,160.00,1,2,71.64,143.29,,,,,,,,,,,,,"Day2Fade scan universo: maxima +79.2% vs abertura; ADV20 US$ 96.9 mi; earnings/8-K 2.02=checar; locate pendente; Day2Fade v2: earnings nao verificado; aviso operacional, sem bloqueio quantitativo; alpaca_paper_assets: proxy negativo; shortable=false; easy_to_borrow=false; nao bloqueia sem confirmacao da corretora-alvo; Day2Fade v2: borrow nao confirmado; aviso operacional, sem bloqueio quantitativo",United States,79.24,96.91,96.91,96914693.06,"mean(close*volume,last_20_sessions_including_signal_day)",v2,pump_yesterday_short_today_open,70,1,20,pass,high_vs_open,79.24,20.4700,36.6900,24.0000,28620797,earnings_unknown,checar,earnings_unknown,,,,off,off,3,,
2026-07-28,2026-07-28,Day2Fade,INLF,INLIF LIMITED Class A Ordinary Shares,NASDAQ,INLF,watchlist_amanha,watchlist_amanha,SHORT,,short open D+1 somente se earnings/8-K 2.02 <=3d excluido e locate ok,,entrada x 1.50; cobrir MOC,72.90,,4.7310,,8.1800,4.1400,5.3000,33021529,5.30,226422,0.23,day2fade_v2_no_market_cap_filter,checar_schwab,locate_required,alpaca_paper_assets,2026-07-29T18:20:56-03:00,true,true,false,false,,,,,,,,,alpaca_raw_daily_bars_sip,auto_detected,2026-07-29T18:20:54-03:00,50,entry_plus_50_pct,missing_entry,33,"min(risco_1pct,notional_2pct)",80.00,160.00,1,2,78.06,156.12,,,,,,,,,,,,,"Day2Fade scan universo: maxima +72.9% vs abertura; ADV20 US$ 23.4 mi; earnings/8-K 2.02=checar; locate pendente; Day2Fade v2: earnings nao verificado; aviso operacional, sem bloqueio quantitativo; alpaca_paper_assets: proxy negativo; shortable=false; easy_to_borrow=false; nao bloqueia sem confirmacao da corretora-alvo; Day2Fade v2: borrow nao confirmado; aviso operacional, sem bloqueio quantitativo",China,72.90,23.39,23.39,23394057.82,"mean(close*volume,last_20_sessions_including_signal_day)",v2,pump_yesterday_short_today_open,70,1,20,pass,high_vs_open,72.90,4.7310,8.1800,5.3000,33021529,earnings_unknown,checar,earnings_unknown,,,,off,off,3,,
