asof,data_mode,daily_asof,intraday_asof,intraday_timestamp,intraday_updated,ticker,name,type,primary_exchange,country,sector,industry,theme,theme_tags,day_open,day_high,day_low,close,previous_close,prior_close_2d,prior_close_3d,day_change_pct,prior_day_move_pct,prior_2d_move_pct,prior_up_streak,up_day_streak,prior_3d_5d_high_count,prior_3d_1m_high_count,current_5d_high_breakout,pre_breakout_tight_1d_avg_range,pre_breakout_tight_1d_range,pre_breakout_tight_1d_ratio,pre_breakout_tight_1d,prior_day_high,prior_day_low,prior_day_range,leader_trigger_level,prior_5d_high,trade_entry_trigger,leader_trigger_1d,leader_trigger_type,volume,prior_day_volume,current_day_range,range_expansion_ratio,high_proximity_pct,volume_vs_prior_day,volume_projected,volume_elapsed_fraction,volume_projection_basis,volume_projected_vs_prior_day,rvol_10d,rvol_10d_basis,adv20_dollar,avgvol10,avgvol10_prior,dollar_volume10,adr_pct,atr14_pct,ema10,sma10,sma20,sma50,market_cap,market_cap_fmt,perf_1w_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,rank_1w,rank_1m,rank_3m,rank_6m,rank_1y,rank_pct_1w,rank_pct_1m,rank_pct_3m,rank_pct_6m,rank_pct_1y,top1_1w,top1_1m,top1_3m,top1_6m,top1_window_count,history_days,history_is_short,history_note,excess_vs_spy_qqq_avg_pct,leadership_score,pivot,pivot_horizon,prior_1m_high,distance_to_pivot_pct,prior_52w_high,distance_to_52w_high_pct,prior_ath_high,distance_to_ath_high_pct,breakout_1m,breakout_52w,breakout_ath,breakout_type,breakout_52w_base_count,breakout_baseline,base_days,range_5d_atr,range_10d_atr,rmv15,rmv15_tight,rmv15_tight_count,rmv15_tight_count_prior14,rmv15_range,rmv15_prior_min,rmv15_prior_max,volume_dry_up_ratio,dcr,status,consolidation_score,breakout_base_count,breakout_chase_count,or30_high,or30_breakout,or30_breakout_time,or30_entry_trigger,or30_entry_time,or30_stop_low,or30_post_entry_low,trade_entry_time,trade_stop_low,trade_post_entry_low,prior_5_intraday_high,prior_5_intraday_breakout,catalyst,catalyst_date,metadata_asof
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,RHI,Robert Half Inc. Common Stock,CS,,United States,Consumer Discretionary,Professional Services,Professional Services,,36.76,39.85,36.45,39.755,35.355,37.9,40.74,12.445199,-6.71504,-6.971036,0,1,0,0,False,1.6385,3.31,2.02014,False,38.095,34.785,3.31,38.105,42.135,42.585,False,,205442.0,356419.0,3.4,1.02719,2.794118,0.576406,223856.698405,0.917739,alpaca_iex_profile_6d_same_time_77x5m,0.628072,1.158578,tradingview_volume_over_sma10_prior,5284754.6255,179098.6,177322.6,6888665.875,4.743339,5.670446,38.284219,39.2205,36.1725,32.1517,4065147227.0,4.1B,-5.062687,32.076412,54.328416,43.416306,-3.787512,891,12,82,148,611,0.177449,0.989834,0.923872,0.858108,0.377551,False,True,False,False,1,507,False,,29.205689,77.228199,42.135,20D,42.135,5.986668,42.575,7.093447,78.315,96.994089,False,False,False,,254,False,5,3.213878,3.564322,100.0,False,8,8,3.4,0.64,3.31,1.408229,97.205882,Ready,69.356917,4,0,,False,,,,,,,,,39.81,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,FIVN,Five9 Inc. Common Stock,CS,,United States,Technology,EDP Services,EDP Services,,23.92,25.925,23.8,25.58,23.13,21.735,22.96,10.592304,6.418219,-5.335366,1,2,0,0,False,1.3825,1.33,0.962025,False,23.61,22.28,1.33,23.62,26.37,29.635,False,,187565.0,162447.0,2.125,1.597744,16.235294,1.154623,187565.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,1.154623,1.512361,tradingview_volume_over_sma10_prior,2915626.49225,134770.9,124021.3,3253942.783,5.89188,6.497822,24.209797,24.5515,24.21075,22.7817,1956209893.0,2.0B,-0.428182,31.14586,73.188896,27.963982,-4.33807,575,13,47,230,616,0.469501,0.988909,0.956767,0.778958,0.372449,False,True,False,False,1,507,False,,30.031557,76.876029,26.5,20D,26.5,3.59656,29.625,15.813135,49.88,94.996091,False,False,False,,254,False,8,3.200688,3.447357,66.431925,False,7,7,2.125,0.71,2.84,1.39065,83.764706,Ready,76.730778,7,0,24.73,True,10:15,24.74,10:15,23.8,24.435,,,,25.65,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,TNGX,"Tango Therapeutics, Inc.",CS,XNAS,United States,Health Care,PHARMACEUTICAL PREPARATIONS,Biotech & health,Biotech & health | Energy / oil & gas,26.81,28.065,26.54,26.74,26.62,27.47,28.09,0.450789,-3.094285,-2.207191,0,1,0,0,False,1.698,1.25,0.73616,True,27.5,26.25,1.25,27.51,29.23,34.36,False,,77249.0,134198.0,1.525,1.22,86.885246,0.575635,91209.312518,0.846942,alpaca_iex_profile_4d_same_time_74x5m,0.679662,0.618764,tradingview_volume_over_sma10_prior,5378792.194,112522.4,124844.0,3179145.6075,6.158511,6.540496,27.969979,28.149,29.20725,26.963,2984087868.66,3.0B,-2.904866,-11.192295,39.198334,208.419839,433.732535,782,781,164,10,24,0.278189,0.279113,0.846805,0.991313,0.976531,False,False,False,True,1,507,False,,64.740604,75.393384,33.52,20D,33.52,25.355273,34.35,28.459237,34.35,28.459237,False,False,False,,25,False,18,1.675311,2.461507,38.277512,True,11,10,1.525,0.725,2.815,0.47645,13.114754,Leader,55.23603,10,0,28.065,False,,28.075,,,,,,,27.28,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,DYN,Dyne Therapeutics Inc. Common Stock,CS,,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Biotech & health,Biotech & health,25.075,26.08,24.75,25.635,24.42,23.885,23.2,4.97543,2.2399,2.952586,2,3,1,1,True,1.196,1.09,0.911371,False,24.83,23.74,1.09,24.84,24.83,25.0,False,,164953.0,224062.0,1.33,1.220183,33.458647,0.736194,164953.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,0.736194,1.104176,tradingview_volume_over_sma10_prior,3380940.0365,154946.6,149390.1,3695451.9395,4.728468,5.089303,23.9921,23.862,23.44575,20.4038,4711610034.0,4.7B,9.317697,24.381368,50.0,27.919162,167.868339,46,23,98,231,93,0.95841,0.979667,0.908835,0.777992,0.906122,False,True,False,False,1,507,False,,20.032154,74.975694,24.83,20D,24.83,-3.140238,24.99,-2.516091,47.39,84.864443,True,True,False,52W,254,True,1,3.284424,3.284424,62.655602,False,6,6,1.33,0.575,1.78,1.463396,66.541353,Breakout Baseline,89.695774,0,1,26.02,True,15:30,26.03,15:30,24.75,25.61,09:30,24.75,24.75,26.08,True,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,EXTR,Extreme Networks,CS,XNAS,United States,Telecommunications,COMPUTER COMMUNICATIONS EQUIPMENT,Power & electrification,Power & electrification | Optical & networking | Software & data,29.935,30.175,29.14,29.93,29.49,29.74,30.3,1.492031,-0.840619,-1.848185,0,1,0,0,False,1.33,0.79,0.593985,True,29.81,29.02,0.79,29.82,31.02,33.74,False,,82826.0,71822.0,1.035,1.310127,23.671498,1.153212,82826.0,1.0,alpaca_iex_profile_3d_same_time_77x5m,1.153212,0.83039,tradingview_volume_over_sma10_prior,3156862.1135,101084.3,99743.5,3068349.463,4.110782,4.42103,30.337967,30.369,31.05875,29.4585,3153059701.68,3.2B,-1.123224,-3.326873,99.9332,77.310427,68.429938,632,582,27,48,256,0.416821,0.463031,0.975564,0.954633,0.739796,False,False,True,False,1,507,False,,43.904229,74.901037,33.73,20D,33.73,12.696291,33.73,12.696291,33.73,12.696291,False,False,False,,10,False,11,1.511471,3.317679,16.080402,True,14,13,1.035,0.555,3.54,0.859302,76.328502,Ready,65.896185,10,0,30.175,False,,30.185,,,,,,,29.97,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,ALAB,Astera Labs Inc. Common Stock,CS,,United States,Technology,Semiconductors,Semiconductors & AI compute,Semiconductors & AI compute,291.76,298.835,267.95,282.435,291.59,327.46,331.42,-3.139682,-10.95401,-1.194858,0,0,1,0,False,33.44475,27.165,0.812235,False,317.36,290.195,27.165,317.37,341.68,498.85,False,,171183.0,214501.0,30.885,1.136941,53.10021,0.798052,192630.428511,0.88866,alpaca_iex_profile_4d_same_time_77x5m,0.89804,1.065849,tradingview_volume_over_sma10_prior,65126928.97775,159014.7,160607.2,50319674.3755,9.21628,11.058676,322.680092,319.6265,368.6405,351.1366,48426170926.0,48.4B,-8.600045,-29.257724,181.674479,68.859859,210.299934,1003,1023,4,53,69,0.073937,0.055453,0.99718,0.949807,0.930612,False,False,True,False,1,507,False,,59.690849,74.195874,498.84,20D,498.84,76.621169,498.84,76.621169,498.84,76.621169,False,False,False,,17,False,18,2.360601,3.972648,50.395137,False,13,13,30.885,14.305,47.205,0.891324,46.89979,Leader,54.517524,10,0,298.835,False,,298.845,,,,,,,285.16,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,S,SentinelOne Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,18.595,18.62,18.01,18.135,18.16,17.38,18.21,-0.137665,4.487917,-4.557935,1,0,0,0,False,0.96575,0.76,0.786953,True,18.34,17.58,0.76,18.35,19.96,20.72,False,,424800.0,737497.0,0.61,0.802632,79.508197,0.576002,424800.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,0.576002,0.626973,tradingview_volume_over_sma10_prior,10835942.214,653033.4,677540.8,12420333.3775,5.457088,5.606759,18.387999,18.8795,18.35125,17.132,6218459535.0,6.2B,-6.784888,21.223262,43.814433,20.819454,1.596639,957,30,135,276,569,0.116451,0.973198,0.87406,0.734556,0.420408,False,True,False,False,1,507,False,,14.551027,73.430786,20.71,20D,20.71,14.199063,20.71,14.199063,29.28,61.455749,False,False,False,,254,False,8,2.016157,3.334036,2.912621,True,11,10,0.61,0.565,2.11,0.934052,20.491803,Ready,62.759877,7,0,18.62,False,,18.63,,,,,,,18.23,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,DOCN,"DigitalOcean Holdings, Inc.",CS,XNYS,United States,Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software & data,Software & data,120.725,121.74,114.09,120.165,123.46,131.05,142.71,-2.668881,-5.791683,-8.170416,0,0,1,0,False,10.10725,7.94,0.785575,True,130.83,122.89,7.94,130.84,144.4,187.205,False,,102064.0,135159.0,7.65,0.963476,20.588235,0.75514,117210.390206,0.870776,alpaca_iex_profile_7d_same_time_75x5m,0.867204,0.585855,tradingview_volume_over_sma10_prior,22732866.42375,178114.0,174213.8,22643330.917,7.782751,8.508539,127.809337,125.4775,132.0155,150.7082,15386411204.83,15.4B,1.012946,-17.224633,53.428243,142.659532,325.212314,452,893,84,19,35,0.583179,0.175601,0.921992,0.982625,0.965306,False,False,False,True,1,507,False,,45.553025,72.775272,158.11,20D,158.11,31.577414,187.195,55.781634,187.195,55.781634,False,False,False,,25,False,18,2.96451,3.210493,13.302277,True,13,12,7.65,6.365,16.025,1.095699,79.411765,Leader,53.665163,10,0,121.74,False,,121.75,,,,,,,119.54,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,ELF,e.l.f. Beauty Inc. Common Stock,CS,,United States,Consumer Discretionary,Package Goods/Cosmetics,Package Goods/Cosmetics,,79.175,84.105,78.98,83.93,77.35,76.14,78.99,8.506787,1.589178,-3.608052,1,2,1,1,True,3.95775,2.615,0.660729,True,77.41,74.795,2.615,77.42,81.39,150.73,False,,100936.0,78673.0,5.125,1.959847,3.414634,1.282981,129395.506644,0.780058,alpaca_iex_profile_9d_same_time_72x5m,1.644726,0.915572,tradingview_volume_over_sma10_prior,9866497.753,109326.7,110243.6,8468392.1185,4.259927,4.590986,77.842125,77.0565,76.0185,64.9892,4993598589.0,5.0B,5.360281,29.003996,41.415333,4.364586,-33.562891,151,16,150,406,801,0.861368,0.986137,0.859962,0.609073,0.183673,False,True,False,False,1,507,False,,10.859949,72.588588,81.39,20D,81.39,-3.026331,150.72,79.57822,190.02,126.402955,True,False,False,1M,213,False,3,2.416165,3.19214,78.733032,False,13,13,5.125,2.515,5.83,0.800305,96.585366,New Breakout,80.09265,2,0,81.1,True,12:35,81.11,12:35,78.98,80.825,,,,83.49,True,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,PSNL,Personalis Inc. Common Stock,CS,,United States,Health Care,Medical Specialities,Medical Specialities,,11.98,12.135,11.58,11.99,11.76,12.21,12.49,1.955782,-3.685504,-2.241793,0,1,0,0,False,1.123,0.85,0.756901,True,12.585,11.735,0.85,12.595,14.715,16.37,False,,171174.0,95891.0,0.555,0.652941,26.126126,1.785089,171174.0,1.0,alpaca_iex_profile_5d_same_time_78x5m,1.785089,0.569684,tradingview_volume_over_sma10_prior,3630580.862,262254.8,300471.9,3682240.06,9.332182,9.972596,13.065006,13.6975,13.889,11.4269,1254558754.0,1.3B,-10.018762,-4.84127,92.147436,47.297297,82.218845,1027,615,31,130,221,0.051756,0.432532,0.971805,0.875483,0.77551,False,False,True,False,1,507,False,,30.799799,72.476345,16.36,20D,16.36,36.447039,16.36,36.447039,16.36,36.447039,False,False,False,,5,False,6,1.814815,3.997611,3.605769,True,11,10,0.555,0.48,2.56,0.69688,73.873874,Leader,45.485807,5,0,12.07,True,15:30,12.08,15:30,11.58,11.94,,,,12.135,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,IBRX,ImmunityBio Inc. Common Stock,CS,,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Biotech & health,Biotech & health,7.215,7.36,6.92,7.0,7.085,7.4,7.51,-1.199718,-4.256757,-1.464714,0,0,0,0,False,0.54925,0.315,0.573509,True,7.38,7.065,0.315,7.39,8.135,12.385,False,,466636.0,261704.0,0.44,1.396825,81.818182,1.783068,466636.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,1.783068,1.504002,tradingview_volume_over_sma10_prior,3546796.23975,318616.9,310262.9,2396308.701,6.346939,6.602041,7.533166,7.5255,8.139,7.7464,7321004299.0,7.3B,-6.542056,-10.083494,5.105105,227.102804,159.259259,951,751,540,7,100,0.121996,0.306839,0.493421,0.994208,0.89898,False,False,False,True,1,507,False,,59.973449,72.3573,9.6,20D,9.6,37.142857,12.375,76.785714,12.375,76.785714,False,False,False,,103,False,16,2.629057,2.629057,33.846154,True,13,12,0.44,0.22,0.87,0.721437,18.181818,Leader,53.41438,10,0,7.36,False,,7.37,,,,,,,7.055,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,OUST,Ouster Inc. Common Stock,CS,,United States,Industrials,Industrial Machinery/Components,Industrial components,Industrial components,34.29,36.04,32.885,35.2,34.02,37.67,38.845,3.468548,-9.689408,-3.024842,0,1,0,0,False,4.99775,3.35,0.670302,True,37.11,33.76,3.35,37.12,41.08,63.79,False,,59009.0,131307.0,3.155,0.941791,26.624406,0.449397,64901.890941,0.909203,alpaca_iex_profile_6d_same_time_76x5m,0.494276,0.51632,tradingview_volume_over_sma10_prior,5858638.95875,113938.5,114287.7,4211269.6305,10.759943,11.676136,37.926902,37.3235,43.3935,41.7517,2357295460.0,2.4B,1.353297,-15.809615,111.665664,60.21848,46.058091,428,859,24,75,332,0.60536,0.207024,0.978383,0.928571,0.662245,False,False,True,False,1,507,False,,37.956821,72.106095,63.78,20D,63.78,81.193182,63.78,81.193182,63.78,81.193182,False,False,False,,17,False,18,1.993917,2.69708,19.334049,True,14,13,3.155,2.255,6.91,0.687868,73.375594,Leader,45.263657,10,0,36.04,False,,36.05,,,,,,,35.175,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,CRDO,Credo Technology Group Holding Ltd Ordinary Shares,CS,,United States,Technology,Semiconductors,Semiconductors & AI compute,Semiconductors & AI compute,216.95,219.58,197.245,207.87,213.49,236.51,228.16,-2.632442,-9.733204,3.659712,0,0,1,0,False,20.562,20.6,1.001848,False,230.32,209.72,20.6,230.33,240.86,308.39,False,,180347.0,251297.0,22.335,1.084223,52.428923,0.717665,180347.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,0.717665,0.762347,tradingview_volume_over_sma10_prior,66944855.20225,229932.8,236568.2,49859304.4955,8.335223,9.402683,223.239063,219.535,237.2035,231.9463,38813509690.0,38.8B,-2.105114,-22.474173,136.727024,43.526894,122.344636,714,962,13,147,143,0.341035,0.11183,0.988722,0.859073,0.855102,False,False,True,False,1,507,False,,38.525226,71.34188,280.49,20D,280.49,34.935296,308.38,48.352336,308.38,48.352336,False,False,False,,23,False,15,2.231476,3.318691,61.123348,False,14,14,22.335,8.46,31.16,0.702519,47.571077,Leader,52.805128,10,0,219.58,False,,219.59,,,,,,,210.505,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,CERT,Certara Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,7.62,7.89,7.62,7.76,7.49,7.115,6.89,3.604806,5.270555,3.265602,3,4,1,1,True,0.3595,0.4,1.112656,False,7.6,7.2,0.4,7.61,7.6,13.89,False,,312031.0,541236.0,0.27,0.675,48.148148,0.576516,312031.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,0.576516,1.085092,tradingview_volume_over_sma10_prior,2026582.794,302846.3,287561.8,2174403.781,4.188144,4.643778,7.147593,7.095,6.9365,5.9736,1205625712.0,1.2B,11.976912,41.347905,36.619718,-12.710911,-31.810193,24,4,188,593,791,0.978743,0.997227,0.824248,0.428571,0.193878,True,True,False,False,1,507,False,,7.684215,71.06071,7.6,20D,7.6,-2.061856,13.88,78.865979,16.86,117.268041,True,False,False,1M,254,False,1,3.302279,3.746283,24.358974,True,12,11,0.27,0.175,0.565,1.230822,51.851852,Chase Breakout,85.72921,0,1,7.89,False,,7.9,,,,,,,7.765,True,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,FLEX,Flex Ltd. Ordinary Shares,CS,XNAS,Singapore,Technology,PRINTED CIRCUIT BOARDS,Software & data,Software & data | Auto & autonomy,119.005,119.5,109.55,116.035,118.48,127.88,127.02,-2.063639,-7.350641,0.677059,0,0,1,0,False,8.05975,8.12,1.007475,False,125.96,117.84,8.12,125.97,131.585,166.79,False,,327329.0,217688.0,9.95,1.225369,34.824121,1.503661,359658.928751,0.910109,alpaca_iex_profile_6d_same_time_77x5m,1.652176,1.579443,tradingview_volume_over_sma10_prior,30489677.222,228496.8,207243.3,27999540.374,5.536815,6.646701,124.592674,123.8035,132.939,140.9783,47698338160.52,47.7B,-3.247728,-28.075993,91.571735,83.222801,132.58168,805,1010,32,42,129,0.256932,0.067468,0.970865,0.960425,0.869388,False,False,True,False,1,507,False,,34.838159,70.495701,165.805,20D,165.805,42.892231,166.78,43.732495,166.78,43.732495,False,False,False,,35,False,18,2.85705,3.323825,84.004884,False,13,13,9.95,3.07,11.26,0.949826,65.175879,Leader,52.297421,10,0,119.5,False,,119.51,,,,,,,116.73,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,STM,STMicroelectronics N.V.,CS,XNYS,Switzerland,Technology,Semiconductors,Semiconductors & AI compute,Semiconductors & AI compute | Power & electrification | Auto & autonomy,52.92,53.715,51.63,53.4,51.53,53.54,65.81,3.628954,-3.754202,-18.644583,0,1,0,0,False,3.02725,3.58,1.182591,False,54.66,51.08,3.58,54.67,66.51,81.42,False,,935736.0,1610214.0,2.085,0.582402,15.107914,0.581125,935736.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,0.581125,0.97488,tradingview_volume_over_sma10_prior,55459960.47775,980851.4,959847.6,57912798.571,5.393258,7.711343,60.150878,61.429,66.072,69.4306,54180890164.8,54.2B,-13.592233,-28.733485,70.498084,103.506098,77.408638,1052,1017,52,31,235,0.028651,0.060998,0.952068,0.971042,0.761224,False,False,False,True,1,507,False,,34.355543,70.333368,75.22,20D,75.22,40.861423,81.41,52.453184,81.41,52.453184,False,False,False,,35,False,18,3.747095,4.997745,13.157895,True,13,12,2.085,1.61,5.22,1.37957,84.892086,Leader,52.200021,10,0,53.715,False,,53.725,,,,,,,53.42,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,AMAT,Applied Materials Inc,CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute,536.18,546.61,493.67,516.8,536.8,563.09,554.11,-3.725782,-4.668881,1.620617,0,0,0,0,False,38.422,31.99,0.832596,False,562.23,530.24,31.99,562.24,576.3,739.61,False,,379857.0,309246.0,52.94,1.654892,56.309029,1.228333,379857.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.228333,1.042712,tradingview_volume_over_sma10_prior,256445760.3,370727.5,364297.0,204480824.6355,6.474942,7.538078,551.628102,552.6005,584.06075,539.0227,328213232695.19,328.2B,-1.655566,-22.64631,59.940579,97.327224,182.080672,681,964,68,32,82,0.371534,0.109982,0.93703,0.970077,0.917347,False,False,False,True,1,507,False,,30.805809,70.209796,739.6,20D,739.6,43.111455,739.6,43.111455,739.6,43.111455,False,False,False,,17,False,18,2.121068,3.087395,99.912319,False,13,13,52.94,18.755,52.97,0.716296,43.690971,Leader,52.125878,10,0,546.61,False,,546.62,,,,,,,520.84,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,GENI,Genius Sports Limited Ordinary Shares,CS,,Guernsey,Consumer Discretionary,Services-Misc. Amusement & Recreation,Services-Misc. Amusement & Recreation,,6.77,7.43,6.77,7.28,6.48,6.45,6.36,12.345679,0.465116,1.415094,2,3,0,0,True,0.36,0.33,0.916667,False,6.755,6.425,0.33,6.765,6.925,13.72,False,,842080.0,266594.0,0.66,2.0,22.727273,3.158661,842080.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,3.158661,2.533884,tradingview_volume_over_sma10_prior,2022785.84425,375204.8,332327.8,2499876.2935,5.0677,5.587716,6.602445,6.5425,6.45125,6.09,1870208780.0,1.9B,7.692308,33.700643,71.698113,-33.088235,-29.865125,76,10,50,839,774,0.930684,0.991682,0.953947,0.19112,0.211224,False,True,False,False,1,507,False,,10.035485,70.102151,6.925,20D,6.925,-4.876374,13.71,88.324176,13.71,88.324176,True,False,False,1M,221,False,5,3.109745,3.56453,100.0,False,12,12,0.66,0.19,0.575,1.438403,77.272727,New Breakout,81.375851,4,0,7.245,True,10:05,7.255,10:05,6.77,6.995,,,,7.405,True,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,RPD,Rapid7 Inc. Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,9.635,10.02,9.475,9.63,9.5,9.55,9.905,1.368421,-0.52356,-3.584048,0,1,0,0,False,0.88375,0.405,0.458274,True,9.805,9.4,0.405,9.815,12.41,22.99,False,,246261.0,109255.0,0.545,1.345679,71.559633,2.254002,246261.0,1.0,alpaca_iex_profile_5d_same_time_78x5m,2.254002,1.105523,tradingview_volume_over_sma10_prior,2688088.108,215387.7,222755.3,2439949.607,9.197448,9.638778,10.410837,11.073,10.63025,8.5853,642910545.0,642.9M,-19.481605,36.305732,76.697248,-37.467532,-57.577093,1074,7,42,894,924,0.008318,0.994455,0.961466,0.138031,0.058163,False,True,False,False,1,507,False,,11.11046,69.977773,13.75,20D,13.75,42.78297,22.98,138.629283,44.38,360.851506,False,False,False,,254,False,8,2.208542,4.686418,8.308605,True,10,9,0.545,0.405,2.09,0.756378,28.440367,Leader,51.986664,7,0,9.83,True,11:10,9.84,11:10,9.475,9.62,,,,9.785,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,FSLY,"Fastly, Inc. Class A Common Stock",CS,XNAS,United States,Technology,SERVICES-PREPACKAGED SOFTWARE,Software & data,Software & data,20.565,20.62,19.41,20.02,20.225,19.395,20.45,-1.013597,4.279453,-5.158924,1,0,0,0,False,1.30825,1.31,1.001338,False,20.66,19.35,1.31,20.67,21.265,34.81,False,,144497.0,222467.0,1.21,0.923664,49.586777,0.649521,144497.0,1.0,alpaca_iex_profile_8d_same_time_78x5m,0.649521,0.588123,tradingview_volume_over_sma10_prior,4264672.40075,236411.6,245691.6,4812745.914,6.989439,6.989439,20.051573,20.32,19.63225,18.5344,2615115000.0,2.6B,-2.198339,23.351818,-21.551724,95.507812,189.306358,725,25,925,35,75,0.330869,0.977819,0.131579,0.967181,0.92449,False,True,False,False,1,507,False,,18.367946,69.810137,21.9,20D,21.9,9.390609,34.8,73.826174,34.8,73.826174,False,False,False,,74,False,6,1.139867,1.993874,28.930818,True,9,8,1.21,0.75,2.34,0.930495,50.413223,Ready,67.800168,5,0,20.62,False,,20.63,,,,,,,20.25,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,BE,Bloom Energy Corporation,CS,XNYS,United States,Energy,ELECTRICAL INDUSTRIAL APPARATUS,Power & electrification,Power & electrification | Energy / oil & gas,189.525,197.34,176.61,188.14,185.17,217.51,218.3,1.603932,-14.868282,-0.361887,0,1,0,0,False,26.55375,28.8,1.084593,False,212.03,183.23,28.8,212.04,229.8,350.91,False,,522175.0,538121.0,20.73,0.719792,44.380125,0.970367,522175.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,0.970367,1.255798,tradingview_volume_over_sma10_prior,113027857.66775,437199.4,415811.2,92357260.829,11.829147,13.124155,213.938252,213.65,241.4185,267.8569,73588473090.28,73.6B,-4.633009,-39.107357,57.426157,108.62719,748.241659,875,1066,74,29,7,0.192237,0.015712,0.931391,0.972973,0.993878,False,False,False,True,1,507,False,,28.247308,69.275811,319.86,20D,319.86,70.011693,350.9,86.510046,350.9,86.510046,False,False,False,,20,False,17,2.154158,3.045547,43.525264,True,14,13,20.73,11.47,32.745,0.955795,55.619875,Leader,51.565487,10,0,197.34,False,,197.35,,,,,,,188.86,False,nao verificado,,2026-05-18
