asof,data_mode,daily_asof,intraday_asof,intraday_timestamp,intraday_updated,ticker,name,type,primary_exchange,country,sector,industry,theme,theme_tags,day_open,day_high,day_low,close,previous_close,prior_close_2d,prior_close_3d,day_change_pct,prior_day_move_pct,prior_2d_move_pct,prior_up_streak,up_day_streak,prior_3d_5d_high_count,prior_3d_1m_high_count,current_5d_high_breakout,pre_breakout_tight_1d_avg_range,pre_breakout_tight_1d_range,pre_breakout_tight_1d_ratio,pre_breakout_tight_1d,prior_day_high,prior_day_low,prior_day_range,leader_trigger_level,prior_5d_high,trade_entry_trigger,leader_trigger_1d,leader_trigger_type,volume,prior_day_volume,current_day_range,range_expansion_ratio,high_proximity_pct,volume_vs_prior_day,volume_projected,volume_elapsed_fraction,volume_projection_basis,volume_projected_vs_prior_day,rvol_10d,rvol_10d_basis,adv20_dollar,avgvol10,avgvol10_prior,dollar_volume10,adr_pct,atr14_pct,ema10,sma10,sma20,sma50,market_cap,market_cap_fmt,perf_1w_pct,perf_1m_pct,perf_3m_pct,perf_6m_pct,perf_1y_pct,rank_1w,rank_1m,rank_3m,rank_6m,rank_1y,rank_pct_1w,rank_pct_1m,rank_pct_3m,rank_pct_6m,rank_pct_1y,top1_1w,top1_1m,top1_3m,top1_6m,top1_window_count,history_days,history_is_short,history_note,excess_vs_spy_qqq_avg_pct,leadership_score,pivot,pivot_horizon,prior_1m_high,distance_to_pivot_pct,prior_52w_high,distance_to_52w_high_pct,prior_ath_high,distance_to_ath_high_pct,breakout_1m,breakout_52w,breakout_ath,breakout_type,breakout_52w_base_count,breakout_baseline,base_days,range_5d_atr,range_10d_atr,rmv15,rmv15_tight,rmv15_tight_count,rmv15_tight_count_prior14,rmv15_range,rmv15_prior_min,rmv15_prior_max,volume_dry_up_ratio,dcr,status,consolidation_score,breakout_base_count,breakout_chase_count,or30_high,or30_breakout,or30_breakout_time,or30_entry_trigger,or30_entry_time,or30_stop_low,or30_post_entry_low,trade_entry_time,trade_stop_low,trade_post_entry_low,prior_5_intraday_high,prior_5_intraday_breakout,catalyst,catalyst_date,metadata_asof
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,RLAY,"Relay Therapeutics, Inc. Common Stock",CS,XNAS,United States,Health Care,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",Biotech & health,Biotech & health | Energy / oil & gas,18.53,19.37,18.505,18.62,18.415,19.08,19.265,1.113223,-3.485325,-0.960291,0,1,0,0,False,1.07025,1.025,0.95772,False,19.29,18.265,1.025,19.3,20.22,20.8,False,,146576.0,176402.0,0.865,0.843902,86.705202,0.83092,146576.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,0.83092,1.383711,tradingview_volume_over_sma10_prior,3193993.51875,105875.7,105929.6,2022177.5065,5.487571,6.009283,19.014431,19.178,19.219,16.4886,2318192596.5,2.3B,-2.818372,4.401458,99.144385,117.523364,464.242424,772,307,28,24,21,0.287431,0.71719,0.974624,0.977799,0.979592,False,False,True,True,2,507,False,,59.621713,85.543251,20.79,20D,20.79,11.654135,20.79,11.654135,20.79,11.654135,False,False,False,,11,False,12,1.470156,1.80083,29.069767,True,8,7,0.865,0.49,1.78,0.680288,13.294798,Ready,73.844747,10,0,19.37,False,,19.38,,,,,,,18.915,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,MU,"Micron Technology, Inc.",CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Auto & autonomy,932.46,934.555,855.19,899.92,921.055,988.595,959.27,-2.294651,-6.831918,3.057012,0,0,1,0,False,62.61075,62.38,0.996315,False,966.61,904.23,62.38,966.62,1011.48,1254.72,False,,1227982.0,1010232.0,79.365,1.272283,43.640144,1.215545,1227982.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.215545,1.212439,tradingview_volume_over_sma10_prior,1000924919.5845,1031845.0,1012820.0,942139716.2925,6.535224,8.107229,933.836251,919.462,963.892,957.0981,768595865118.5399,768.6B,3.90726,-25.960542,179.651958,215.994241,621.320936,239,994,5,8,11,0.780037,0.082255,0.996241,0.993243,0.989796,False,False,True,True,2,507,False,,109.16053,85.428651,1198.54,20D,1198.54,33.18295,1254.71,39.424616,1254.71,39.424616,False,False,False,,20,False,20,2.142175,2.842572,63.104307,False,12,12,79.365,37.53,103.825,0.918086,56.359856,Leader,61.257191,10,0,934.555,False,,934.565,,,,,,,898.76,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,MXL,"MaxLinear, Inc. Common Stock",CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Defense & space,70.23,71.33,62.2,64.83,71.55,91.17,86.78,-9.392034,-21.520237,5.058769,0,0,1,0,False,10.38725,18.625,1.793064,False,87.255,68.63,18.625,87.265,94.435,128.21,False,,262581.0,493441.0,9.13,0.490201,71.193866,0.532143,262581.0,1.0,alpaca_iex_profile_7d_same_time_78x5m,0.532143,1.222242,tradingview_volume_over_sma10_prior,16137265.18675,230841.8,214835.5,17945168.2035,13.761817,16.32291,79.99899,80.3075,89.4435,89.4514,7831689574.139999,7.8B,-13.606077,-31.302321,303.171642,265.651438,358.486563,1053,1041,1,4,33,0.027726,0.038817,1.0,0.997104,0.967347,False,False,True,True,2,507,False,,165.105564,85.299344,128.2,20D,128.2,97.747956,128.2,97.747956,128.2,97.747956,False,False,False,,17,False,18,3.046169,3.384003,34.085387,True,14,13,9.13,4.22,18.625,1.48217,28.806134,Leader,61.179606,10,0,71.33,False,,71.34,,,,,,,65.875,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,AMD,Advanced Micro Devices,CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Auto & autonomy,527.49,527.49,477.045,494.9,522.03,539.5,552.21,-5.197019,-3.238184,-2.301661,0,0,1,0,False,30.89675,30.385,0.983437,False,548.725,518.34,30.385,548.735,561.125,584.63,False,,1030156.0,624360.0,50.445,1.660194,64.605015,1.649939,1030156.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.649939,1.652658,tradingview_volume_over_sma10_prior,353387762.696,668768.2,623332.8,348974013.0875,6.192882,7.277805,523.410973,522.9915,531.64,509.3709,686466563012.61,686.5B,-1.696329,-7.033099,152.44848,130.196753,244.134622,684,671,11,21,57,0.368762,0.380776,0.990602,0.980695,0.942857,False,False,True,True,2,507,False,,77.802689,85.291277,584.62,20D,584.62,18.128915,584.62,18.128915,584.62,18.128915,False,False,False,,17,False,18,2.334398,3.157323,100.0,False,11,11,50.445,19.56,48.84,1.153121,35.394985,Ready,63.981394,10,0,527.49,False,,527.5,,,,,,,496.125,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,SNDK,Sandisk Corporation Common Stock,CS,XNAS,United States,Technology,COMPUTER STORAGE DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Software & data,1462.99,1462.99,1222.71,1278.0,1436.645,1611.45,1599.71,-11.042742,-10.847684,0.733883,0,0,1,0,False,161.092,156.31,0.970315,False,1568.32,1412.01,156.31,1568.33,1696.29,2353.13,False,,577409.0,381084.0,240.28,1.537202,76.989346,1.515175,577409.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.515175,1.704175,tradingview_volume_over_sma10_prior,561417576.10825,365415.4,338820.2,537155437.036,11.84345,14.602252,1519.268357,1504.0275,1683.805,1727.2433,197405128311.58,197.4B,-8.027779,-45.278446,123.231441,411.09778,2610.498409,990,1072,18,2,2,0.085952,0.010166,0.984023,0.999035,0.99898,False,False,True,True,2,363,False,,148.948903,84.900094,2280.4,20D,2280.4,78.435055,2353.12,84.125196,2353.12,84.125196,False,False,False,,23,False,18,2.537714,3.150145,96.041195,False,13,13,240.28,78.95,246.93,1.057565,23.010654,Leader,60.940057,10,0,1462.99,False,,1463.0,,,,,,,1297.29,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),CS,XNAS,Ireland,Technology,COMPUTER STORAGE DEVICES,Semiconductors & AI compute,Semiconductors & AI compute,849.96,870.47,781.865,816.74,851.76,913.5,907.83,-4.111487,-6.758621,0.624566,0,0,2,0,False,62.6595,67.855,1.082916,False,904.31,836.455,67.855,904.32,936.44,1144.81,False,,267874.0,215153.0,88.605,1.305799,60.639919,1.24504,267874.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.24504,1.226182,tradingview_volume_over_sma10_prior,178647952.26975,228345.6,218461.9,189236644.1305,7.092439,8.547833,855.671921,842.2395,865.3215,887.3476,166117806433.28,166.1B,1.803632,-20.293554,125.351102,185.353924,477.446267,383,930,16,11,18,0.64695,0.141405,0.985902,0.990347,0.982653,False,False,True,True,2,507,False,,82.735802,83.819672,997.865,20D,997.865,22.17658,1144.8,40.167005,1144.8,40.167005,False,False,False,,24,False,18,2.214111,3.378283,76.304619,False,12,12,88.605,27.485,107.585,1.027797,39.360081,Leader,60.291803,10,0,870.47,False,,870.48,,,,,,,823.44,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,HUT,Hut 8 Corp. Common Stock,CS,XNAS,United States,Finance,FINANCE SERVICES,Semiconductors & AI compute,Semiconductors & AI compute | Power & electrification | Software & data | Metals & mining | Crypto & blockchain,111.37,112.04,100.92,104.62,109.995,117.7,109.94,-4.886586,-6.546304,7.058395,0,0,2,0,False,9.1165,7.755,0.850655,False,116.92,109.165,7.755,116.93,120.05,140.65,False,,200017.0,210461.0,11.12,1.433914,66.726619,0.950376,200017.0,1.0,alpaca_iex_profile_4d_same_time_78x5m,0.950376,1.036833,tradingview_volume_over_sma10_prior,19520586.167,202879.3,192911.5,21058625.1745,8.121911,9.064437,106.220581,103.6845,104.394,111.3896,10831553574.4,10.8B,3.655999,-11.060104,144.897004,110.757454,492.412231,252,779,12,27,17,0.768022,0.280961,0.989662,0.974903,0.983673,False,False,True,True,2,507,False,,67.463429,83.32717,126.26,20D,126.26,20.684382,140.64,34.429363,140.64,34.429363,False,False,False,,36,False,19,2.017249,3.835198,82.59542,False,9,9,11.12,5.71,12.26,1.072481,33.273381,Leader,59.996302,10,0,112.04,False,,112.05,,,,,,,104.83,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,BB,BlackBerry Limited,CS,XNYS,Canada,Technology,SERVICES-PREPACKAGED SOFTWARE,Software & data,Software & data | Auto & autonomy,8.715,8.82,8.225,8.42,8.53,8.635,8.95,-1.289566,-1.215981,-3.519553,0,0,0,0,False,0.7845,0.385,0.490758,True,8.775,8.39,0.385,8.785,9.215,13.6,False,,725388.0,506701.0,0.595,1.545455,67.226891,1.43159,725388.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.43159,0.896337,tradingview_volume_over_sma10_prior,11449732.45125,790490.9,809280.8,7383636.55,6.879878,7.079233,9.165024,9.213,10.413,9.3562,3739071776.66,3.7B,-4.589235,-18.450363,167.301587,112.09068,85.462555,874,914,7,26,204,0.193161,0.156192,0.994361,0.975869,0.792857,False,False,True,True,2,507,False,,72.912612,83.091017,13.59,20D,13.59,61.401425,13.59,61.401425,13.59,61.401425,False,False,False,,16,False,17,1.459557,5.326543,29.460581,True,14,13,0.595,0.24,1.445,0.659772,32.773109,Leader,59.85461,10,0,8.82,False,,8.83,,,,,,,8.53,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,MAN,ManpowerGroup Common Stock,CS,,United States,Consumer Discretionary,Professional Services,Power & electrification,Power & electrification,51.58,53.71,51.58,53.63,51.34,49.93,51.685,4.46046,2.823954,-3.395569,1,2,0,0,False,2.243,2.84,1.266161,False,52.18,49.34,2.84,52.19,54.0,55.64,False,,71058.0,79603.0,2.13,0.75,3.755869,0.892655,108132.576065,0.657138,alpaca_iex_profile_9d_same_time_63x5m,1.358398,0.585234,tradingview_volume_over_sma10_prior,4377219.143,119360.2,121418.0,6011797.5015,4.299299,5.787672,49.196491,49.3395,43.56825,36.2243,2496049045.0,2.5B,0.96009,58.762581,80.390178,79.785451,32.517915,459,1,39,46,399,0.57671,1.0,0.964286,0.956564,0.593878,False,True,False,False,1,507,False,,58.911381,81.898217,55.63,20D,55.63,3.729256,55.63,3.729256,77.965,45.375723,False,False,False,,5,False,6,1.407893,5.634795,25.024343,True,10,9,2.13,0.845,5.98,0.916405,96.244131,Ready,83.545046,5,0,,False,,,,,,,,,53.23,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,WDC,Western Digital Corp.,CS,XNAS,United States,Technology,COMPUTER STORAGE DEVICES,Semiconductors & AI compute,Semiconductors & AI compute,523.43,529.75,471.42,497.57,519.51,558.31,556.475,-4.22321,-6.949544,0.329754,0,0,1,0,False,41.17475,41.34,1.004013,False,550.99,509.65,41.34,551.0,576.24,799.445,False,,217202.0,202089.0,58.33,1.410982,55.168867,1.074784,217202.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.074784,0.698907,tradingview_volume_over_sma10_prior,170200191.1525,302859.4,310773.8,153956603.114,7.659942,9.264167,528.669516,518.806,549.6135,558.9008,158098799847.08002,158.1B,2.113818,-26.291386,97.707315,174.082847,686.174751,364,996,29,13,8,0.66451,0.080407,0.973684,0.988417,0.992857,False,False,True,True,2,507,False,,67.764903,81.609487,663.92,20D,663.92,33.432482,799.435,60.667846,799.435,60.667846,False,False,False,,24,False,18,2.273964,3.417454,74.276527,False,12,12,58.33,20.215,71.53,0.760868,44.831133,Leader,58.965692,10,0,529.75,False,,529.76,,,,,,,499.83,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,INTC,Intel Corp,CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute,92.24,94.97,86.95,91.66,92.37,100.05,102.605,-0.768648,-7.676162,-2.490132,0,0,0,0,False,7.1845,10.09,1.404412,False,101.69,91.6,10.09,101.7,106.83,142.34,False,,3523563.0,5557622.0,8.02,0.794846,41.27182,0.634006,3523563.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,0.634006,0.886626,tradingview_volume_over_sma10_prior,355371696.2615,3901688.9,3974123.6,385269915.486,6.734905,7.863689,99.856599,99.1945,108.947,114.6748,543662420000.0,543.7B,-5.573298,-31.049009,122.52974,153.20442,303.966505,920,1037,19,17,38,0.150647,0.042514,0.983083,0.984556,0.962245,False,False,True,True,2,507,False,,67.493695,81.138993,142.33,20D,142.33,55.280384,142.33,55.280384,142.33,55.280384,False,False,False,,17,False,18,2.758101,3.113269,68.181818,False,12,12,8.02,3.37,10.19,1.096122,58.72818,Leader,58.683396,10,0,94.97,False,,94.98,,,,,,,92.495,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,VSH,"Vishay Intertechnology, Inc.",CS,XNYS,United States,Technology,ELECTRONIC COMPONENTS & ACCESSORIES,Semiconductors & AI compute,Semiconductors & AI compute | Defense & space | Power & electrification | Optical & networking | Auto & autonomy,38.25,38.56,34.92,37.17,38.23,40.81,39.905,-2.772692,-6.32198,2.267886,0,0,1,0,False,3.2745,2.985,0.91159,False,40.695,37.71,2.985,40.705,41.98,69.42,False,,248974.0,258997.0,3.64,1.21943,38.186813,0.961301,248974.0,1.0,alpaca_iex_profile_9d_same_time_78x5m,0.961301,0.757528,tradingview_volume_over_sma10_prior,17631552.23225,323137.7,328666.4,12503734.861,7.090011,8.21515,39.80439,38.9595,42.903,49.5367,5029110307.650001,5.0B,-0.375235,-37.998332,124.456522,147.63491,132.894737,566,1062,17,18,128,0.477819,0.019409,0.984962,0.983591,0.870408,False,False,True,True,2,507,False,,63.963011,80.61929,57.01,20D,57.01,53.376379,69.41,86.736616,69.41,86.736616,False,False,False,,24,False,20,2.312047,3.338713,58.730159,False,13,13,3.64,1.42,5.2,0.615256,61.813187,Leader,58.371574,10,0,38.56,False,,38.57,,,,,,,37.17,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,DDOG,"Datadog, Inc. Class A Common Stock",CS,XNAS,United States,Technology,SERVICES-PREPACKAGED SOFTWARE,Software & data,Software & data,253.85,257.46,249.37,251.85,246.71,244.43,245.65,2.083418,0.932782,-0.496642,1,2,0,0,False,11.97175,6.17,0.51538,True,247.59,241.42,6.17,247.6,268.495,278.61,False,,162956.0,131810.0,8.09,1.311183,69.34487,1.236295,162956.0,1.0,alpaca_iex_profile_3d_same_time_78x5m,1.236295,0.882126,tradingview_volume_over_sma10_prior,58190180.454,181658.5,184730.9,46817529.7815,4.508778,4.672991,252.971101,256.2845,257.81825,240.5233,74331606666.98,74.3B,-4.334118,13.985064,117.468267,82.084373,90.679891,858,106,20,44,196,0.207948,0.902957,0.982143,0.958494,0.80102,False,False,True,False,1,507,False,,57.111212,80.270838,275.01,20D,275.01,9.19595,278.6,10.621402,278.6,10.621402,False,False,False,,37,False,8,1.850636,2.854126,15.815486,True,9,8,8.09,6.17,18.31,0.691966,30.65513,Ready,74.368578,7,0,257.46,False,,257.47,,,,,,,254.455,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,RNG,"RINGCENTRAL, INC.",CS,XNYS,United States,Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Software & data,Software & data,49.61,55.275,49.61,53.69,48.34,38.58,37.68,11.067439,25.298082,2.388535,2,3,1,1,True,2.17875,9.74,4.470453,False,50.06,40.32,9.74,50.07,50.06,50.07,False,,214776.0,340544.0,5.665,0.581622,27.978817,0.630685,214776.0,1.0,alpaca_iex_profile_1d_same_time_78x5m,0.630685,1.587622,tradingview_volume_over_sma10_prior,5222335.0425,149752.9,135281.6,6587437.161,4.901817,5.450603,43.583807,42.362,41.3335,40.6861,3411368010.72,3.4B,31.722277,55.038984,48.23302,81.630582,93.198992,1,2,109,45,187,1.0,0.999076,0.898496,0.957529,0.810204,True,True,False,False,1,507,False,,47.566173,80.174203,50.06,20D,50.06,-6.761036,50.06,-6.761036,50.06,-6.761036,True,True,True,ATH,0,False,1,6.207225,6.207225,52.890173,False,7,7,5.665,1.09,9.74,1.540487,72.021183,Chase Breakout,98.246075,0,1,52.685,True,11:30,52.695,11:30,49.61,52.22,09:30,49.61,49.61,53.7,True,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,NAVN,Navan Inc. Class A Common Stock,CS,,United States,Technology,Computer Software: Prepackaged Software,Software & data,Software & data,23.95,26.14,23.9,25.765,23.21,22.2,23.565,11.008186,4.54955,-5.792489,1,2,0,0,False,1.38425,1.39,1.004154,False,24.09,22.7,1.39,24.1,27.93,,False,,179042.0,188969.0,2.24,1.611511,16.741071,0.947468,207885.973644,0.861251,alpaca_iex_profile_10d_same_time_76x5m,1.100106,0.915493,tradingview_volume_over_sma10_prior,6008243.887,193196.9,195569.0,4889710.896,5.443431,6.351363,24.848298,25.1945,25.26175,22.497,6556659934.0,6.6B,-7.119683,19.559165,114.887406,65.904701,,966,39,22,59,,0.108133,0.96488,0.980263,0.944015,,False,False,True,False,1,184,True,Historico curto,52.715735,80.126403,28.21,20D,28.21,9.489618,,,,,False,False,False,,,False,14,3.440419,3.525971,62.025316,False,11,11,2.24,0.77,3.14,0.683619,83.258929,Ready,73.841415,10,0,,False,,,,,,,,,25.9,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,MRVL,"Marvell Technology, Inc. Common Stock",CS,XNAS,United States,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors & AI compute,Semiconductors & AI compute | Optical & networking | Metals & mining,198.75,199.46,181.805,189.28,194.51,209.39,211.01,-2.688808,-7.106357,-0.767736,0,0,0,0,False,15.558,14.735,0.947101,False,206.065,191.33,14.735,206.075,214.87,329.86,False,,681357.0,523268.0,17.655,1.198168,57.660719,1.302119,681357.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.302119,1.165963,tradingview_volume_over_sma10_prior,150114368.7455,593416.0,584372.6,118176847.839,6.854735,8.360252,205.603645,201.278,225.694,239.394,147907197514.89,147.9B,-2.873563,-32.848476,115.556315,119.226315,145.30845,776,1046,21,23,111,0.283734,0.034196,0.981203,0.978764,0.887755,False,False,True,True,2,507,False,,53.243362,79.429833,299.9,20D,299.9,58.442519,329.85,74.265638,329.85,74.265638,False,False,False,,24,False,18,2.08951,3.378983,70.84517,False,14,14,17.655,7.68,21.76,0.731726,42.339281,Leader,57.6579,10,0,199.46,False,,199.47,,,,,,,190.67,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,NBIS,Nebius Group N.V. Class A Ordinary Shares,CS,XNAS,Netherlands,Technology,Computer Software: Programming Data Processing,Software & data,Software & data,196.19,199.53,180.915,187.86,187.78,221.04,218.25,0.042603,-15.04705,1.278351,0,1,2,0,False,21.288,31.76,1.49192,False,218.27,186.51,31.76,218.28,230.115,299.73,False,,621490.0,728851.0,18.615,0.586115,62.691378,0.852698,621490.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,0.852698,0.954552,tradingview_volume_over_sma10_prior,123678366.1005,646744.7,651080.5,123923456.239,10.963331,11.78119,201.063159,195.782,210.552,226.5686,50744093052.840004,50.7B,2.838374,-26.757378,103.620204,114.476538,262.384259,317,1000,26,25,49,0.707948,0.07671,0.976504,0.976834,0.95102,False,False,True,True,2,441,False,,49.711766,79.179102,290.51,20D,290.51,54.641754,299.72,59.544342,299.72,59.544342,False,False,False,,23,False,18,2.223011,2.965144,28.326063,True,12,11,18.615,13.42,31.76,0.939052,37.308622,Leader,57.507461,10,0,199.53,False,,199.54,,,,,,,191.835,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,OSCR,"Oscar Health, Inc.",CS,XNYS,United States,Health Care,HOSPITAL & MEDICAL SERVICE PLANS,Power & electrification,Power & electrification,28.12,29.28,28.115,28.32,28.205,28.905,29.49,0.407729,-2.421726,-1.983723,0,1,0,0,False,1.5695,1.385,0.882447,False,29.485,28.1,1.385,29.495,30.93,33.11,False,,188630.0,235609.0,1.165,0.841155,82.403433,0.800606,188630.0,1.0,alpaca_iex_profile_8d_same_time_78x5m,0.800606,0.790457,tradingview_volume_over_sma10_prior,7771853.9825,225394.1,238634.1,6641741.6575,5.046913,5.185634,29.330437,29.4915,30.181,27.3857,7627772900.0,7.6B,-4.372784,-1.203558,161.013825,89.939638,38.755512,862,507,8,37,364,0.204251,0.532348,0.993421,0.965251,0.629592,False,False,True,False,1,507,False,,69.181946,79.047305,33.1,20D,33.1,16.878531,33.1,16.878531,33.1,16.878531,False,False,False,,15,False,16,1.927043,2.825875,16.929134,True,12,11,1.165,0.735,3.275,1.001062,17.596567,Ready,62.110586,10,0,29.04,True,11:10,29.05,11:10,28.115,28.27,,,,28.61,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,PTRN,Pattern Group Inc. Series A Common Stock,CS,,United States,Consumer Discretionary,Catalog/Specialty Distribution,Catalog/Specialty Distribution,,22.33,23.66,21.79,23.28,22.175,23.48,24.815,4.983089,-5.557922,-5.379811,0,1,0,0,False,1.34025,1.375,1.025928,False,23.455,22.08,1.375,23.465,28.63,,False,,84384.0,86749.0,1.87,1.36,20.320856,0.972737,84384.0,1.0,alpaca_iex_profile_1d_same_time_78x5m,0.972737,0.842745,tradingview_volume_over_sma10_prior,3376721.7605,103745.2,100129.9,2705251.954,5.829651,6.286819,25.242898,26.2285,26.79625,22.4915,4119211120.0,4.1B,-16.827438,6.813489,95.794786,96.621622,,1066,244,30,34,,0.015712,0.775416,0.972744,0.968147,,False,False,True,False,1,213,True,Historico curto,52.341943,78.310249,29.705,20D,29.705,27.598797,,,,,False,False,False,,,False,7,4.338702,5.408004,72.794118,False,10,10,1.87,0.88,2.24,0.892837,79.679144,Leader,48.986149,6,0,22.425,True,12:25,22.435,12:25,21.79,22.55,,,,23.495,False,nao verificado,,nasdaq_2026-07-27
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,HPE,Hewlett Packard Enterprise Company,CS,XNYS,United States,Technology,COMPUTER & OFFICE EQUIPMENT,Optical & networking,Optical & networking | Software & data,48.13,49.02,46.355,48.2,47.74,47.66,48.18,0.963553,0.167856,-1.079286,1,2,0,0,False,2.32275,1.845,0.794317,True,49.205,47.36,1.845,49.215,49.68,64.25,False,,679563.0,539074.0,2.665,1.444444,30.769231,1.260612,679563.0,1.0,alpaca_iex_profile_10d_same_time_78x5m,1.260612,0.59189,tradingview_volume_over_sma10_prior,54816871.41075,1102230.3,1148123.7,51595883.487,5.065945,5.660937,47.17242,47.099,46.087,44.9162,43786184937.0,43.8B,8.144492,3.200942,113.180009,96.815027,161.814231,66,355,23,33,95,0.939926,0.672828,0.979323,0.969112,0.904082,False,False,True,False,1,507,False,,56.997303,78.279807,51.07,20D,51.07,5.954357,64.24,33.278008,64.24,33.278008,False,False,False,,36,False,11,1.498953,2.376702,38.230885,True,11,10,2.665,1.39,4.725,0.582824,69.230769,Ready,70.036349,10,0,49.02,False,,49.03,,,,,,,48.06,False,nao verificado,,2026-05-18
2026-07-27,intraday,2026-07-27,2026-07-27,2026-07-27T19:55:00+00:00,True,PANW,"Palo Alto Networks, Inc. Common Stock",CS,XNAS,United States,Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Software & data,Software & data,331.385,331.77,316.975,317.1,323.785,325.76,335.65,-2.064642,-0.606275,-2.946522,0,0,0,0,False,17.2975,7.415,0.428675,True,329.285,321.87,7.415,329.295,365.91,368.68,False,,244302.0,382674.0,14.795,1.99528,99.15512,0.638408,244302.0,1.0,alpaca_iex_profile_9d_same_time_78x5m,0.638408,0.858045,tradingview_volume_over_sma10_prior,102438104.809,288666.0,284719.4,98040636.1715,5.038293,5.105082,333.004177,341.226,339.728,298.8082,200763050000.0,200.8B,-9.013959,8.240033,105.442177,68.267445,58.099417,1011,216,25,54,289,0.066543,0.801294,0.977444,0.948842,0.706122,False,False,True,False,1,507,False,,46.581863,78.039642,368.67,20D,368.67,16.263009,368.67,16.263009,410.01,29.299905,False,False,False,,5,False,6,2.151874,3.193373,32.961143,True,10,9,14.795,7.415,29.805,1.056918,0.84488,Ready,62.429272,5,0,331.77,False,,331.78,,,,,,,318.83,False,nao verificado,,2026-05-18
